-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,76,76,76,76,76,76,76,76,108,76,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,92,92,92,92,92,92,239,-1,-1,-1,-1,-1,-1,74,75,75,77,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,58,60,60,59,251,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,76,76,76,91,76,76,76,76,76,76,77,-1,-1,-1,-1,-1,-1,-1,54,59,59,59,60,251,-1,-1,-1,-1,74,92,92,92,92,92,92,239,-1,-1,-1,-1,-1,-1,74,75,75,77,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,75,76,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,76,76,76,76,76,76,76,76,76,76,77,-1,-1,-1,-1,-1,-1,-1,-1,74,75,75,77,-1,-1,-1,-1,-1,74,92,92,92,92,92,92,239,-1,-1,-1,-1,-1,-1,74,75,75,77,-1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,75,76,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,76,76,76,76,76,76,108,76,75,76,77,-1,-1,-1,-1,-1,-1,-1,-1,74,75,75,77,-1,-1,-1,-1,-1,74,92,92,92,92,92,92,239,-1,-1,-1,-1,-1,-1,74,75,75,77,-1
16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,75,76,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,76,76,76,76,76,76,76,76,75,76,77,-1,-1,-1,-1,-1,-1,-1,-1,74,75,75,77,-1,-1,-1,-1,-1,74,92,92,92,92,92,92,239,-1,-1,-1,-1,-1,-1,74,75,75,77,-1
16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,75,76,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,76,76,76,76,76,76,76,76,75,76,77,-1,-1,-1,-1,-1,-1,-1,-1,74,75,75,77,-1,-1,-1,-1,-1,74,92,92,92,92,92,92,239,-1,-1,-1,-1,-1,-1,74,75,75,77,-1
16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,75,76,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,76,76,76,76,76,76,76,76,75,76,77,-1,-1,-1,-1,-1,-1,-1,-1,74,75,75,77,-1,-1,-1,-1,-1,74,92,92,92,92,92,92,239,-1,-1,-1,-1,-1,-1,74,75,75,77,-1
16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,75,76,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,76,123,76,76,76,76,76,76,75,76,77,-1,-1,-1,-1,-1,-1,-1,-1,74,75,75,77,-1,-1,-1,-1,-1,74,92,92,92,92,92,92,239,-1,-1,-1,-1,-1,-1,74,75,75,77,-1
16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,75,76,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,76,76,76,76,76,76,76,91,76,76,77,-1,-1,-1,-1,-1,-1,-1,-1,74,75,75,77,-1,-1,-1,-1,-1,74,92,92,92,92,92,92,239,-1,-1,-1,-1,-1,-1,74,75,75,77,-1
16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,75,76,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,76,76,76,76,76,76,76,76,76,76,77,-1,-1,-1,-1,-1,-1,-1,-1,74,75,76,77,-1,-1,-1,-1,-1,74,92,92,92,92,92,92,239,-1,-1,-1,-1,-1,-1,74,75,76,77,-1
16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,75,76,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,76,76,76,76,76,76,76,76,76,76,77,-1,-1,-1,-1,-1,-1,-1,-1,74,75,75,77,-1,-1,-1,-1,-1,74,92,92,92,92,92,92,239,-1,-1,-1,-1,-1,-1,74,75,75,77,-1
16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,75,76,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,76,76,76,76,76,76,76,76,76,76,77,-1,-1,-1,-1,-1,-1,-1,-1,74,75,108,77,-1,-1,-1,-1,-1,74,92,92,92,92,92,92,239,-1,-1,-1,-1,-1,-1,74,75,108,77,-1
253,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,255,-1,-1,-1,-1,-1,-1,-1,-1,-1,253,254,254,255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,76,76,76,76,76,76,76,76,76,76,77,-1,-1,-1,-1,-1,-1,-1,-1,253,254,254,255,-1,-1,-1,-1,-1,253,254,254,254,254,254,254,255,-1,-1,-1,-1,-1,-1,253,254,254,255,-1
